,manufacturer,model,fuel,transmission,drive,type,size,cylinders
394862,ford,f250 super duty,other,automatic,rwd,pickup,full-size,8
394876,bmw,3 series,gas,automatic,rwd,SUV,full-size,8
394923,volkswagen,jetta s,diesel,automatic,fwd,sedan,mid-size,4
394931,bmw,x5,gas,automatic,4wd,pickup,full-size,4
394976,gmc,1995,diesel,manual,rwd,pickup,full-size,8
394983,lexus,gs 350,gas,manual,4wd,pickup,full-size,6
395014,audi,s5 prestige,gas,automatic,rwd,pickup,full-size,8
395018,hyundai,tiburon,gas,manual,rwd,pickup,full-size,8
395022,nissan,altima,gas,other,rwd,pickup,full-size,8
395074,jeep,wringler sport,gas,automatic,4wd,SUV,full-size,6
395082,volkswagen,jetta r-line,gas,automatic,fwd,sedan,compact,4
395093,gmc,1994,diesel,automatic,rwd,truck,full-size,6
395111,ford,e350 xlt,gas,automatic,rwd,pickup,full-size,8
395123,volvo,xc70 awd,gas,automatic,rwd,wagon,full-size,8
395129,gmc,1952 Bentley Mark VI,gas,automatic,rwd,sedan,mid-size,6
395131,lexus,rx 400h,gas,automatic,rwd,pickup,full-size,8
395151,lincoln,mark v,gas,automatic,rwd,sedan,full-size,8
395161,chevrolet,malibu,gas,manual,rwd,sedan,full-size,8
395165,ford,galaxie 500,gas,automatic,fwd,other,full-size,6
395220,pontiac,firebird,gas,other,rwd,coupe,full-size,8
395236,mazda,3,gas,automatic,rwd,pickup,full-size,0
395293,rover,serieslla,gas,manual,4wd,pickup,full-size,4
395297,cadillac,ats luxury,gas,automatic,rwd,pickup,full-size,4
395370,cadillac,commercial,gas,automatic,fwd,sedan,full-size,8
395371,ford,e-350 econoline,gas,automatic,rwd,sedan,full-size,8
395372,cadillac,professional,gas,automatic,fwd,sedan,full-size,8
395373,chevrolet,express g3500,gas,automatic,rwd,mini-van,full-size,8
395405,gmc,2005 freightliner m2,diesel,manual,rwd,truck,full-size,6
395453,ford,maverick,gas,automatic,rwd,other,mid-size,8
395512,infiniti,qx30 luxury sport,gas,automatic,rwd,hatchback,full-size,8
395546,subaru,forester 2.5i premium,gas,automatic,4wd,other,full-size,4
395558,nissan,nv200,gas,automatic,fwd,wagon,full-size,4
395560,kia,soul +,gas,automatic,fwd,other,mid-size,4
395583,jeep,cherokee laredo,gas,automatic,4wd,SUV,full-size,8
395599,subaru,forester s,gas,manual,rwd,SUV,mid-size,4
395601,jaguar,x-type,gas,automatic,4wd,sedan,full-size,8
395608,mazda,tribute lx,gas,automatic,fwd,pickup,full-size,6
395618,volvo,xc60,gas,automatic,fwd,pickup,full-size,6
395625,lincoln,town car hearse,gas,automatic,rwd,other,full-size,8
395645,ford,e250 hightop,gas,automatic,rwd,other,full-size,8
395659,chrysler,200,gas,automatic,fwd,truck,mid-size,4
395661,toyota,solara,gas,automatic,rwd,coupe,mid-size,4
395666,mercedes-benz,e-class 113k,gas,automatic,rwd,sedan,full-size,6
395667,chevrolet,elcamino,gas,automatic,rwd,sedan,full-size,8
395683,mercedes-benz,s600,gas,automatic,rwd,sedan,full-size,12
395684,honda,odyssey touring elite,gas,automatic,fwd,van,full-size,6
395687,ram,2500 4x4,gas,automatic,4wd,truck,full-size,10
395692,volkswagen,routen,gas,automatic,fwd,pickup,full-size,6
395705,gmc,1969 GTO,gas,automatic,rwd,convertible,mid-size,8
395742,dodge,journey crossroad,gas,automatic,rwd,SUV,mid-size,4
395743,acura,mdx,gas,automatic,4wd,wagon,full-size,8
395744,jeep,wrangler,gas,manual,4wd,wagon,full-size,8
395745,chevrolet,malibu hybrid,gas,automatic,rwd,pickup,mid-size,4
395749,mitsubishi,fuso,diesel,automatic,rwd,pickup,full-size,4
395757,ford,mustang svt cobra,gas,manual,rwd,coupe,full-size,4
395762,infiniti,m35 base,gas,automatic,fwd,sedan,full-size,6
395798,lexus,rx330 awd,gas,automatic,fwd,mini-van,full-size,6
395803,gmc,Wolkswagen Routan,gas,automatic,rwd,mini-van,full-size,8
395806,gmc,hyndai sonata,gas,automatic,rwd,pickup,full-size,8
395817,gmc,Comanche pioneer,gas,automatic,4wd,pickup,full-size,6
395820,ford,fusion,gas,manual,rwd,sedan,full-size,4
395835,chevrolet,suburban k1500 silverado,gas,automatic,4wd,SUV,full-size,8
395852,gmc,Gladiator Spartan,diesel,automatic,rwd,truck,full-size,8
395901,gmc,sierra 3500hd crew cab,diesel,automatic,rwd,truck,full-size,8
395904,mitsubishi,diamante,gas,automatic,rwd,pickup,full-size,8
395910,dodge,durango slt (hemi),gas,automatic,4wd,truck,full-size,8
395922,toyota,"tundra 4 doors, limited",gas,automatic,rwd,truck,full-size,8
395931,ford,focus s,gas,manual,fwd,coupe,compact,4
395943,nissan,pathfinder se,gas,automatic,rwd,SUV,full-size,8
395947,gmc,scion tC 2014,gas,manual,rwd,hatchback,full-size,4
395984,dodge,/ durango sport,gas,automatic,4wd,SUV,full-size,6
396013,chevrolet,trailblazer ltz,gas,automatic,4wd,truck,full-size,6
396021,ram,rumblebee,gas,automatic,rwd,pickup,full-size,8
396029,chevrolet,business coupe,gas,automatic,rwd,coupe,mid-size,8
396032,jeep,grand cherokee,gas,automatic,4wd,van,full-size,6
396069,ford,f750,gas,automatic,rwd,truck,full-size,6
396075,bmw,650i gran coupe,gas,automatic,4wd,coupe,compact,8
396076,kia,forte ex,gas,automatic,rwd,sedan,full-size,8
396083,ford,f250,gas,automatic,4wd,van,full-size,8
396084,subaru,outback ll bean,gas,automatic,4wd,wagon,full-size,6
396088,ford,pinto,gas,manual,rwd,wagon,full-size,4
396093,gmc,International 4400,diesel,automatic,rwd,other,full-size,6
396103,jeep,wrangler tj,gas,manual,4wd,convertible,mid-size,6
396111,gmc,1966 to 2020,gas,automatic,4wd,pickup,full-size,8
396112,chevrolet,& altima,gas,automatic,4wd,mini-van,full-size,6
396128,ram,3500,gas,automatic,rwd,van,full-size,6
396131,gmc,VWs,gas,manual,rwd,pickup,full-size,8
396140,mini,cooper hardtop,gas,automatic,fwd,hatchback,full-size,8
396141,mini,cooper countryman,gas,manual,fwd,wagon,full-size,8
396150,mini,cooper,gas,manual,fwd,hatchback,full-size,8
396156,toyota,tundra double cab sr5,gas,manual,rwd,truck,full-size,6
396162,gmc,AM General HMMV,diesel,automatic,4wd,other,full-size,8
396171,gmc,2006,gas,automatic,rwd,sedan,full-size,8
396180,kia,soul sport,gas,automatic,fwd,wagon,mid-size,4
396192,gmc,Saab 9-2X,gas,automatic,4wd,wagon,full-size,4
396194,hyundai,veloster coupe 3d,gas,manual,rwd,coupe,compact,4
396200,gmc,AMC Matador,gas,automatic,rwd,sedan,mid-size,8
396226,dodge,charger r/t or rt,gas,automatic,rwd,sedan,full-size,8
396230,chevrolet,sonic,gas,manual,fwd,truck,full-size,4
396233,dodge,charger police inspector,gas,automatic,rwd,sedan,full-size,8
396234,mitsubishi,de,gas,automatic,rwd,pickup,full-size,8
396236,mini,cooper s hatchback,gas,manual,fwd,hatchback,sub-compact,4
396244,toyota,4runner sr5 sport utility,gas,automatic,4wd,SUV,full-size,6
396253,ram,larami 5.7 hemi long horn,gas,automatic,4wd,pickup,full-size,8
396256,ford,econline e3,gas,automatic,4wd,truck,full-size,8
396266,ram,3500 crew cab cummins engine,diesel,automatic,4wd,pickup,full-size,8
396291,volkswagen,passat komfort,gas,automatic,fwd,coupe,mid-size,4
396293,lincoln,aviator luxury awd,gas,automatic,fwd,SUV,full-size,8
396295,gmc,1965 Falcon,gas,manual,rwd,coupe,mid-size,8
396300,gmc,2010,gas,automatic,rwd,pickup,full-size,6
396310,gmc,1956 New Yorker,gas,automatic,rwd,sedan,full-size,8
396313,nissan,nv2500 highroof,gas,automatic,rwd,pickup,full-size,8
396320,gmc,American Motors,gas,automatic,rwd,coupe,full-size,8
396343,cadillac,sts,gas,automatic,rwd,pickup,full-size,8
396368,chevrolet,el camino conquista,gas,manual,rwd,pickup,full-size,6
396390,gmc,international school bus,diesel,automatic,rwd,bus,full-size,6
396398,gmc,Mustang,gas,automatic,rwd,coupe,compact,6
396404,toyota,fj cruiser,gas,automatic,4wd,offroad,mid-size,6
396420,mercedes-benz,benz slc 300,gas,automatic,rwd,convertible,full-size,4
396454,mercedes-benz,benz c280 4matic,gas,manual,4wd,sedan,full-size,6
396467,mazda,5 sport,gas,automatic,fwd,mini-van,mid-size,4
396468,ford,fairlane 500,gas,automatic,rwd,sedan,full-size,6
396470,gmc,mercdes benz,diesel,automatic,rwd,sedan,full-size,6
396471,gmc,2011 SCION XB,gas,automatic,fwd,SUV,full-size,4
396472,toyota,prius hybrid 2011,hybrid,automatic,fwd,hatchback,full-size,4
396474,dodge,grand carvan,gas,automatic,fwd,mini-van,mid-size,6
396476,chevrolet,malibu,other,other,rwd,pickup,full-size,8
396491,chrysler,tc by maserati,gas,automatic,fwd,convertible,compact,6
396510,hyundai,elantra,gas,other,fwd,sedan,full-size,4
396515,dodge,dart gt 270 2-door ht,gas,automatic,rwd,coupe,mid-size,8
396530,gmc,2010 Saab 9-3 Convertible,gas,automatic,fwd,pickup,full-size,4
396545,nissan,pao,gas,automatic,fwd,pickup,full-size,4
396547,dodge,neon se,gas,manual,fwd,sedan,mid-size,4
396555,toyota,mr2 spyder,gas,manual,rwd,coupe,compact,4
396577,bmw,330i,gas,manual,rwd,pickup,full-size,8
396589,chevrolet,silverado 1500hd,gas,automatic,4wd,sedan,full-size,8
396601,honda,s2000,gas,manual,rwd,convertible,full-size,8
396618,gmc,Kenworth T680,diesel,automatic,rwd,pickup,full-size,6
396702,gmc,2013 scion fr-s,gas,manual,fwd,coupe,compact,4
396705,chevrolet,sinic,gas,automatic,fwd,hatchback,sub-compact,4
396719,gmc,sierra 2500 hd,diesel,automatic,rwd,truck,full-size,8
396764,gmc,2016 Kenworth T680,diesel,automatic,rwd,truck,full-size,6
396765,ford,econoline cargo van,gas,automatic,fwd,pickup,full-size,6
396774,ford,transit connect xlt cargo,gas,automatic,fwd,van,mid-size,4
396783,honda,civic touring,gas,automatic,fwd,sedan,compact,4
396792,ford,falcon,gas,manual,rwd,sedan,compact,6
396796,gmc,International,diesel,manual,rwd,pickup,full-size,8
396799,toyota,4runner sr5 premium,gas,automatic,fwd,SUV,mid-size,6
396800,gmc,freightliner,diesel,automatic,rwd,pickup,full-size,8
396852,ford,transit 250 med. roof,gas,automatic,rwd,van,full-size,6
396860,toyota,camry,gas,manual,fwd,pickup,full-size,6
396862,ford,f350,diesel,automatic,rwd,sedan,full-size,8
396887,dodge,avenger,gas,automatic,fwd,truck,mid-size,4
396891,pontiac,g6 2006,gas,manual,fwd,coupe,compact,8
396919,ford,expedetion,gas,automatic,4wd,SUV,full-size,8
396923,gmc,Nissa Pathfinder LE,gas,automatic,4wd,SUV,full-size,6
396924,honda,civic del sol,gas,manual,fwd,coupe,full-size,4
396925,ford,fusion hybrid,gas,automatic,fwd,coupe,full-size,4
396935,subaru,forster,gas,automatic,4wd,pickup,full-size,8
396938,kia,optima,gas,automatic,rwd,sedan,full-size,6
396941,honda,accord sedan,gas,automatic,rwd,pickup,full-size,6
396956,gmc,rolls royce silver spur,gas,automatic,rwd,sedan,full-size,8
396974,acura,3.0cl,gas,automatic,rwd,coupe,compact,6
396984,bmw,5 series 525i,gas,automatic,fwd,sedan,full-size,4
397017,dodge,nitro,gas,automatic,4wd,SUV,full-size,8
397033,ford,mustang convertible premium,gas,manual,fwd,pickup,full-size,6
397036,acura,tl sh-awd w/tech,gas,automatic,4wd,sedan,compact,6
397043,mazda,cx5,gas,automatic,fwd,SUV,full-size,4
397046,chevrolet,k2500 suburban,gas,automatic,4wd,SUV,full-size,8
397055,ford,f100 pickup,gas,manual,rwd,pickup,full-size,6
397058,cadillac,series 75,gas,automatic,rwd,sedan,full-size,8
397092,ford,edge 4dr limited awd,gas,automatic,4wd,SUV,mid-size,6
397103,gmc,am general m998,diesel,automatic,4wd,truck,full-size,8
397104,gmc,Mack CTP713,diesel,manual,rwd,pickup,full-size,6
397105,jaguar,x-type,gas,automatic,rwd,wagon,full-size,6
397111,hyundai,sonata 2.4l limited,gas,automatic,fwd,pickup,full-size,4
397123,ford,explorer eddie bauer,gas,manual,rwd,pickup,full-size,8
397131,subaru,impreza sport wagon,gas,manual,4wd,hatchback,mid-size,4
397150,jeep,cherokee laredo,gas,automatic,4wd,pickup,full-size,6
397166,dodge,dart,gas,manual,rwd,convertible,full-size,6
397172,hyundai,sonata hybrid se,hybrid,automatic,fwd,sedan,full-size,4
397228,mazda,rx8,gas,automatic,rwd,coupe,mid-size,6
397230,ford,panel,gas,automatic,rwd,truck,full-size,8
397231,ford,panel truck,gas,automatic,rwd,truck,full-size,8
397234,kia,rondo,gas,automatic,fwd,wagon,full-size,8
397279,gmc,sterling acterra,diesel,automatic,rwd,truck,full-size,6
397287,kia,forte koup,gas,manual,fwd,coupe,full-size,8
397292,ford,e-150 cargo van,gas,automatic,rwd,van,full-size,8
397296,gmc,2500 cutaway,diesel,automatic,rwd,pickup,full-size,6
397319,gmc,1972 Oldsmobile Cutlass,gas,automatic,rwd,pickup,full-size,8
397335,chevrolet,duramax diesel,diesel,automatic,4wd,pickup,full-size,8
397339,ford,f350,gas,automatic,rwd,sedan,full-size,8
397357,ram,laramie 1500 hemi sport,gas,automatic,4wd,truck,full-size,8
397365,mitsubishi,outlander ls,gas,automatic,fwd,hatchback,mid-size,4
397382,chevrolet,tahoe lt,gas,manual,4wd,SUV,full-size,8
397432,chevrolet,s-10,gas,automatic,rwd,truck,full-size,8
397436,saturn,vue,gas,automatic,fwd,pickup,full-size,8
397452,gmc,2006,gas,automatic,fwd,sedan,full-size,4
397517,honda,element,gas,automatic,4wd,wagon,full-size,8
397535,chevrolet,venture van,gas,automatic,fwd,van,full-size,4
397596,toyota,highlander awd,gas,automatic,4wd,sedan,full-size,6
397601,honda,cr-v,gas,automatic,4wd,wagon,full-size,8
397604,ford,edge titanium awd,gas,automatic,rwd,pickup,mid-size,4
397618,gmc,2010 LARGE SELECTION,gas,automatic,rwd,pickup,full-size,8
397625,volkswagen,passat,diesel,automatic,fwd,sedan,full-size,8
397629,gmc,Saab 9-5,gas,automatic,fwd,sedan,full-size,8
397656,acura,mdx touring,gas,automatic,4wd,hatchback,mid-size,6
397673,ford,transit connect cargo xlt,gas,automatic,fwd,van,compact,4
397722,mercedes-benz,benz slk350,gas,manual,rwd,convertible,mid-size,6
397739,gmc,1986 Monte Carlo ss,gas,automatic,rwd,coupe,full-size,8
397782,ram,2500 cummins,diesel,automatic,4wd,truck,full-size,6
397807,toyota,tacoma pickup,gas,manual,rwd,truck,full-size,4
397812,chevrolet,silverado lt crew cab,gas,automatic,4wd,truck,full-size,8
397815,rover,evoque,gas,automatic,4wd,SUV,mid-size,0
397824,ford,f350 lariat crew 4x4,diesel,automatic,4wd,truck,full-size,8
397831,ram,2500 laramie slt,gas,automatic,4wd,pickup,full-size,8
397876,gmc,2010 ESCALADE,gas,automatic,4wd,SUV,full-size,8
397879,ford,f350,gas,automatic,rwd,other,full-size,8
397880,gmc,Bix Tex Trailer,other,other,rwd,pickup,full-size,8
397891,toyota,scion,gas,automatic,fwd,coupe,compact,4
397919,mitsubishi,3000gt,gas,manual,fwd,hatchback,full-size,6
397921,honda,civic dx,gas,manual,rwd,sedan,full-size,4
397924,bmw,328is,gas,automatic,rwd,coupe,compact,6
397926,lexus,gx 460,gas,automatic,rwd,SUV,full-size,8
397951,volvo,v 70,gas,automatic,fwd,wagon,mid-size,5
397955,hyundai,sonata v6,gas,automatic,fwd,sedan,full-size,6
397959,mercedes-benz,benz,gas,automatic,4wd,SUV,sub-compact,4
397978,lexus,lx 470 4wd,gas,automatic,4wd,SUV,full-size,8
397981,acura,mdx tech package awd,gas,automatic,4wd,SUV,full-size,6
397984,subaru,impreza 2.0i premium,gas,automatic,fwd,sedan,full-size,4
397985,mazda,cx-5 touring,gas,automatic,4wd,SUV,full-size,6
397998,acura,ilx premium fwd,gas,automatic,fwd,sedan,full-size,4
398011,mazda,3 s,gas,manual,fwd,hatchback,compact,4
398014,honda,accord crosstour ex-l,gas,automatic,4wd,truck,mid-size,6
398015,lexus,hs 250h,hybrid,automatic,fwd,sedan,mid-size,4
398019,hyundai,accent gls,gas,manual,fwd,sedan,compact,4
398032,dodge,rampage,gas,other,fwd,other,full-size,8
398039,gmc,sierra 2500hd,gas,manual,rwd,truck,full-size,8
398057,nissan,370z w/ sport package,gas,manual,fwd,coupe,full-size,6
398076,honda,element ex-p 4 wd,gas,automatic,4wd,pickup,full-size,4
398088,ford,f100 ranger,gas,automatic,rwd,pickup,full-size,8
398102,honda,accord lx-p sedan,gas,automatic,fwd,sedan,full-size,4
398106,ford,fairlane 500 galaxie,gas,automatic,rwd,other,full-size,8
398127,gmc,2005 PT CRUISER CONVERT,gas,automatic,fwd,convertible,mid-size,4
398158,chevrolet,silverado 1500 scottsdale,gas,automatic,4wd,pickup,full-size,8
398192,acura,rdx awd,gas,automatic,rwd,pickup,full-size,6
398193,hyundai,elantra,gas,manual,rwd,pickup,full-size,4
398209,acura,rl,gas,other,rwd,sedan,mid-size,6
398229,ford,five hundred sel,gas,automatic,rwd,pickup,full-size,6
398235,gmc,hummer h3 4wd,gas,automatic,4wd,SUV,full-size,6
398237,gmc,Scion XB sport,gas,automatic,fwd,hatchback,mid-size,4
398254,hyundai,elantra touring gls,gas,manual,fwd,wagon,full-size,4
398258,cadillac,brougham,gas,automatic,rwd,pickup,full-size,8
398259,toyota,corolla le 4dr sedan,gas,manual,fwd,sedan,full-size,4
398261,dodge,charger sxt rwd,gas,automatic,rwd,sedan,full-size,6
398281,gmc,For d Explorer,gas,automatic,4wd,SUV,full-size,6
398282,subaru,outback 2.5 wagon,gas,automatic,4wd,wagon,full-size,4
398283,mini,cooper base 2dr hatchback,gas,manual,fwd,coupe,compact,4
398328,rover,evoque,gas,automatic,rwd,SUV,full-size,8
398345,volvo,s40 2.4i sedan,gas,automatic,fwd,sedan,full-size,5
398346,ford,focus se sedan,gas,automatic,rwd,sedan,full-size,4
398357,chevrolet,equinox awd ls,gas,automatic,4wd,SUV,full-size,6
398401,mini,cooper base hardtop,gas,automatic,fwd,hatchback,full-size,4
398423,infiniti,g35 awd,gas,automatic,4wd,sedan,full-size,6
398425,lincoln,mkz sedan 4d,gas,automatic,rwd,coupe,mid-size,4
398451,cadillac,cts 3.6 si,gas,automatic,4wd,sedan,full-size,6
398487,mazda,mpv es,gas,automatic,rwd,pickup,full-size,8
398492,ford,explorer limited,gas,automatic,rwd,pickup,full-size,6
398510,chevrolet,colorado crew cab z71,gas,automatic,4wd,pickup,mid-size,5
398512,chrysler,aspen limited 4x4,gas,automatic,4wd,SUV,full-size,8
398513,ford,escape 4x4 limited,gas,automatic,4wd,SUV,full-size,6
398525,jeep,wrangler,gas,manual,4wd,convertible,compact,0
398550,hyundai,tiburon gt v6,gas,automatic,fwd,coupe,full-size,6
398554,jeep,cj-7,gas,manual,4wd,other,full-size,6
398567,gmc,International TerraStar,diesel,automatic,rwd,other,full-size,8
398578,ford,f-350,gas,manual,4wd,truck,full-size,10
398612,ford,escape xlt sport,gas,automatic,fwd,SUV,full-size,6
398626,chevrolet,traverse ls sport,gas,automatic,fwd,SUV,full-size,6
398627,gmc,SUABRU FORESTER 2.5X,gas,automatic,4wd,sedan,full-size,4
398628,buick,regal cxl eco,gas,automatic,fwd,sedan,full-size,4
398636,nissan,maxima,gas,automatic,fwd,sedan,mid-size,4
398662,honda,civic coupe ex,gas,automatic,fwd,coupe,full-size,6
398664,cadillac,cts 3.6l awd,gas,automatic,4wd,sedan,full-size,6
398665,ford,taurus awd police pkg,gas,automatic,4wd,sedan,full-size,6
398668,gmc,scion xd,gas,manual,fwd,wagon,full-size,4
398678,kia,forte5 ex hatchback 4d,gas,automatic,fwd,hatchback,full-size,4
398683,ford,c-max energi sel,hybrid,automatic,fwd,hatchback,full-size,4
398685,ford,taurus se,gas,automatic,fwd,sedan,full-size,4
398729,gmc,2011 Cameo,electric,other,rwd,other,full-size,8
398731,mazda,cx-7,gas,automatic,fwd,wagon,full-size,4
398744,toyota,tundra crewmax 1794,gas,automatic,rwd,pickup,full-size,8
398751,ford,mustan v6 coupe,gas,automatic,rwd,coupe,full-size,6
398758,chevrolet,travers ls,gas,automatic,4wd,SUV,full-size,6
398768,nissan,juke s,gas,automatic,4wd,SUV,full-size,4
398772,saturn,outlook xe,gas,automatic,fwd,SUV,full-size,6
398774,volvo,xc60 3.2,gas,automatic,fwd,SUV,full-size,6
398806,gmc,87 s-10,gas,automatic,rwd,pickup,full-size,8
398825,volkswagen,rabbit s,gas,automatic,fwd,hatchback,compact,5
398856,honda,civic,gas,manual,fwd,hatchback,compact,8
398868,bmw,x5 xdrive35i premium,gas,automatic,4wd,pickup,full-size,6
398943,volkswagen,rabbit,gas,automatic,fwd,sedan,compact,4
398952,buick,terraza,gas,automatic,fwd,van,mid-size,4
398956,kia,sorento,gas,automatic,fwd,hatchback,mid-size,4
398967,mitsubishi,mirage g4 es,gas,manual,fwd,sedan,compact,4
398974,lexus,gs 450h,gas,automatic,rwd,sedan,full-size,6
398997,chevrolet,malibu ltz 2.4,gas,automatic,fwd,sedan,mid-size,4
399003,kia,soul base 4dr,gas,manual,fwd,hatchback,full-size,4
399004,ford,expedition eddie bauer4x4,gas,automatic,4wd,SUV,full-size,8
399010,gmc,Oldsmobile 88 Stock# P1040,gas,automatic,fwd,sedan,mid-size,6
399034,hyundai,tiburon gt v6,gas,manual,fwd,other,mid-size,6
399050,toyota,tundra trd pro 4x4,gas,automatic,4wd,truck,full-size,8
399172,gmc,Coleman Lantern 17fq,other,other,rwd,pickup,full-size,8
399211,chrysler,pt cruiser limited,gas,automatic,fwd,sedan,compact,4
399270,acura,rl,gas,automatic,4wd,coupe,full-size,6
399299,gmc,6000,gas,manual,rwd,truck,full-size,8
399308,dodge,promaster 2500,gas,automatic,fwd,pickup,full-size,6
399327,buick,le sabre,gas,automatic,rwd,sedan,full-size,8
399329,honda,civic coupe,gas,manual,fwd,sedan,full-size,4
399352,toyota,matrix xr,gas,automatic,rwd,pickup,full-size,4
399438,volkswagen,passat tdi se,gas,automatic,rwd,sedan,full-size,4
399439,jeep,renegade limited sport,gas,automatic,4wd,pickup,full-size,8
399486,lexus,nx 200,gas,automatic,4wd,SUV,full-size,4
399519,mercedes-benz,benz c320,gas,automatic,rwd,pickup,full-size,6
399523,nissan,juke suv awd,gas,automatic,4wd,pickup,full-size,4
399582,buick,lesabre,gas,automatic,fwd,other,full-size,6
399594,gmc,GENESIS G80,gas,automatic,rwd,sedan,full-size,6
399595,chevrolet,1500 silverado,gas,automatic,4wd,pickup,full-size,6
399616,bmw,650i,gas,automatic,fwd,coupe,compact,8
399620,ford,f150 extended cab,gas,automatic,4wd,truck,full-size,8
399629,gmc,AMC AMX,gas,manual,rwd,pickup,full-size,8
399631,gmc,RAN,gas,automatic,4wd,truck,full-size,8
399648,gmc,H1 HUMMVEE,diesel,automatic,4wd,SUV,full-size,8
399809,gmc,yukon,hybrid,automatic,4wd,SUV,full-size,8
399819,lexus,es,gas,automatic,rwd,sedan,full-size,6
399835,mazda,cx-9 awd,gas,automatic,rwd,SUV,full-size,6
399843,buick,lesabre custom,gas,automatic,4wd,sedan,full-size,6
399904,kia,cadenza,gas,automatic,rwd,sedan,full-size,4
399955,lexus,es 300 luxury sport sdn,gas,automatic,fwd,sedan,compact,6
399972,toyota,avalon xls,gas,manual,fwd,sedan,full-size,6
399983,toyota,rn5 pick up,gas,manual,rwd,pickup,full-size,4
399984,acura,tl base,gas,automatic,fwd,sedan,full-size,6
399985,honda,accord ex-l w/navi,gas,automatic,fwd,sedan,full-size,4
399987,infiniti,fx35 base,gas,automatic,rwd,SUV,full-size,6
399988,acura,tsx base,gas,automatic,fwd,sedan,full-size,4
400001,toyota,matrix,gas,manual,rwd,hatchback,compact,8
400008,bmw,3 series 330i xdrive,gas,automatic,rwd,sedan,full-size,4
400009,rover,discovery sport hse,gas,automatic,rwd,SUV,full-size,4
400013,gmc,Scion xD Base,gas,automatic,fwd,hatchback,full-size,4
400015,ford,mustang gt deluxe,gas,other,rwd,coupe,full-size,8
400016,bmw,3 series 328i xdrive,gas,other,rwd,sedan,full-size,6
400061,acura,tl fwd,gas,automatic,fwd,sedan,full-size,6
400063,toyota,tundra platinum,gas,automatic,rwd,pickup,full-size,8
400065,jeep,compass limited,gas,other,rwd,SUV,full-size,4
400066,cadillac,eldorado biarritz,gas,automatic,fwd,sedan,mid-size,8
400072,jeep,wagoneer,gas,automatic,4wd,SUV,full-size,6
400105,honda,fit lx,gas,automatic,rwd,pickup,full-size,8
400106,chevrolet,g20 van,gas,automatic,rwd,truck,full-size,6
400115,bmw,x3 xdrive28i,gas,other,rwd,SUV,full-size,4
400117,bmw,x5 xdrive30i,gas,automatic,rwd,SUV,full-size,6
400119,bmw,x1 xdrive28i,gas,automatic,rwd,SUV,full-size,4
400124,bmw,5 series 535i xdrive,gas,other,rwd,sedan,full-size,6
400132,gmc,chey suburban,gas,automatic,4wd,SUV,full-size,8
400136,kia,sorento sxl,gas,automatic,4wd,SUV,full-size,6
400155,audi,a8 3.0t awd,gas,automatic,4wd,other,full-size,6
400160,nissan,murano s,gas,other,fwd,SUV,full-size,6
400162,acura,rdx sh-awd,gas,automatic,rwd,SUV,full-size,4
400180,nissan,pathfinder le 4wd,gas,manual,4wd,SUV,mid-size,6
400183,audi,quattro tt,gas,manual,4wd,convertible,compact,4
400194,audi,q5 3.0t quattro technik,gas,other,rwd,SUV,full-size,6
400196,bmw,6 series,gas,automatic,rwd,hatchback,full-size,6
400198,audi,q5,gas,other,rwd,SUV,full-size,4
400199,bmw,x3 xdrive30i,gas,other,rwd,SUV,full-size,6
400200,bmw,3 series 328i xdrive,gas,other,rwd,sedan,full-size,4
400202,mercedes-benz,sl-class sl 500,gas,automatic,rwd,pickup,full-size,8
400203,porsche,911 carrera,gas,other,rwd,convertible,full-size,6
400208,kia,sportage ex,gas,manual,4wd,SUV,sub-compact,4
400209,gmc,Triumph TR 8,gas,manual,rwd,convertible,full-size,8
400210,chevrolet,silverado1500,gas,automatic,4wd,truck,full-size,8
400213,gmc,1500 sierra all-terrain,gas,automatic,4wd,pickup,full-size,8
400216,saturn,outlook xr,gas,automatic,rwd,SUV,full-size,8
400221,nissan,altima 3.5 sv,gas,other,fwd,sedan,full-size,6
400222,nissan,titan pro-4x,gas,automatic,rwd,pickup,full-size,8
400223,subaru,wrx limited,gas,other,rwd,sedan,full-size,4
400232,chevrolet,silverado truck,gas,automatic,4wd,truck,full-size,8
400237,ford,focus zx5,gas,manual,fwd,hatchback,compact,4
400238,gmc,Jetta Wolfsburg 2.0TSI Turbo,gas,automatic,fwd,sedan,sub-compact,4
400269,bmw,3 series 328i,gas,other,rwd,sedan,full-size,6
400270,mercedes-benz,g-class g 63 amg,gas,automatic,rwd,SUV,full-size,8
400272,bmw,3 series 328xi,gas,automatic,rwd,sedan,full-size,6
400273,bmw,5 series 535i,gas,other,rwd,sedan,full-size,6
400275,bmw,x3 xdrive30i,gas,automatic,rwd,SUV,full-size,4
400276,bmw,3 series 335i,gas,other,rwd,sedan,full-size,6
400277,bmw,5 series 540i xdrive,gas,automatic,rwd,sedan,full-size,6
400279,jaguar,xj6l,gas,automatic,rwd,pickup,full-size,8
400280,subaru,forrester,gas,automatic,4wd,SUV,mid-size,6
400283,bmw,328 ix wagon,gas,automatic,4wd,wagon,mid-size,6
400291,jeep,compass sport,gas,other,rwd,SUV,full-size,4
400292,chrysler,town and country,other,automatic,fwd,mini-van,full-size,6
400293,lexus,is 350 base,gas,automatic,rwd,sedan,full-size,6
400294,lexus,ls 460 base,gas,automatic,rwd,sedan,full-size,8
